game_id,season,week,home_team,away_team,game_time,home_score,away_score,point_differential,total_points,home_won,is_home,week_number,is_divisional,home_off_epa,home_def_epa,away_off_epa,away_def_epa,epa_differential,home_off_success_rate,away_off_success_rate,home_redzone_td_pct,away_redzone_td_pct,home_third_down_pct,away_third_down_pct,home_games_played,away_games_played,stadium,is_outdoor
2016_01_CAR_DEN,2016,1,DEN,CAR,2016-09-08T00:00:00,21,20,1,41,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DEN Stadium,1
2016_01_TB_ATL,2016,1,ATL,TB,2016-09-11T00:00:00,24,31,-7,55,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL Stadium,0
2016_01_BUF_BAL,2016,1,BAL,BUF,2016-09-11T00:00:00,13,7,6,20,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL Stadium,1
2016_01_CHI_HOU,2016,1,HOU,CHI,2016-09-11T00:00:00,23,14,9,37,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,HOU Stadium,0
2016_01_GB_JAX,2016,1,JAX,GB,2016-09-11T00:00:00,23,27,-4,50,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,JAX Stadium,1
2016_01_SD_KC,2016,1,KC,SD,2016-09-11T00:00:00,33,27,6,60,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KC Stadium,1
2016_01_OAK_NO,2016,1,NO,OAK,2016-09-11T00:00:00,34,35,-1,69,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NO Stadium,0
2016_01_CIN_NYJ,2016,1,NYJ,CIN,2016-09-11T00:00:00,22,23,-1,45,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ Stadium,1
2016_01_CLE_PHI,2016,1,PHI,CLE,2016-09-11T00:00:00,29,10,19,39,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI Stadium,1
2016_01_MIN_TEN,2016,1,TEN,MIN,2016-09-11T00:00:00,16,25,-9,41,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TEN Stadium,1
2016_01_MIA_SEA,2016,1,SEA,MIA,2016-09-11T00:00:00,12,10,2,22,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SEA Stadium,1
