game_id,season,week,home_team,away_team,game_time,home_score,away_score,point_differential,total_points,home_won,is_home,week_number,is_divisional,home_off_epa,home_def_epa,away_off_epa,away_def_epa,epa_differential,home_off_success_rate,away_off_success_rate,home_redzone_td_pct,away_redzone_td_pct,home_third_down_pct,away_third_down_pct,home_games_played,away_games_played,stadium,is_outdoor
2019_01_GB_CHI,2019,1,CHI,GB,2019-09-05T00:00:00,3,10,-7,13,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI Stadium,1
2019_01_LA_CAR,2019,1,CAR,LA,2019-09-08T00:00:00,27,30,-3,57,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CAR Stadium,1
2019_01_TEN_CLE,2019,1,CLE,TEN,2019-09-08T00:00:00,13,43,-30,56,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CLE Stadium,1
2019_01_KC_JAX,2019,1,JAX,KC,2019-09-08T00:00:00,26,40,-14,66,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,JAX Stadium,1
2019_01_BAL_MIA,2019,1,MIA,BAL,2019-09-08T00:00:00,10,59,-49,69,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA Stadium,1
2019_01_ATL_MIN,2019,1,MIN,ATL,2019-09-08T00:00:00,28,12,16,40,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIN Stadium,0
2019_01_BUF_NYJ,2019,1,NYJ,BUF,2019-09-08T00:00:00,16,17,-1,33,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ Stadium,1
2019_01_WAS_PHI,2019,1,PHI,WAS,2019-09-08T00:00:00,32,27,5,59,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI Stadium,1
2019_01_IND_LAC,2019,1,LAC,IND,2019-09-08T00:00:00,30,24,6,54,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAC Stadium,1
2019_01_CIN_SEA,2019,1,SEA,CIN,2019-09-08T00:00:00,21,20,1,41,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SEA Stadium,1
