game_id,season,week,home_team,away_team,game_time,home_score,away_score,point_differential,total_points,home_won,is_home,week_number,is_divisional,home_off_epa,home_def_epa,away_off_epa,away_def_epa,epa_differential,home_off_success_rate,away_off_success_rate,home_redzone_td_pct,away_redzone_td_pct,home_third_down_pct,away_third_down_pct,home_games_played,away_games_played,stadium,is_outdoor
2025_01_DAL_PHI,2025,1,PHI,DAL,2025-09-04,24.0,20.0,4.0,44.0,1,1,1,1,0.0800782069563865,-0.0578791238367557,-0.0450392998754978,0.0510651096701622,0.2340617403388022,0.4734265804290771,0.4520734250545501,0.9411764705882352,0.7647058823529411,0.4103585657370518,0.3813229571984435,17.0,17.0,PHI Stadium,1
2025_01_KC_LAC,2025,1,LAC,KC,2025-09-05,27.0,21.0,6.0,48.0,1,1,1,1,0.039716113358736,-0.0509733445942401,0.0530531927943229,-0.0004126960411667,0.03722356911748649,0.4583333432674408,0.5021551847457886,0.8235294117647058,1.0,0.4008438818565401,0.4696356275303643,17.0,17.0,LAC Stadium,1
2025_01_TB_ATL,2025,1,ATL,TB,2025-09-07,20.0,23.0,-3.0,43.0,0,1,1,1,0.0114001687616109,0.0439045391976833,0.1020183861255645,0.0043056881986558,-0.1302170683629811,0.5021246671676636,0.5190678238868713,0.8235294117647058,1.0,0.4069264069264069,0.497907949790795,17.0,17.0,ATL Stadium,1
2025_01_CIN_CLE,2025,1,CLE,CIN,2025-09-07,16.0,17.0,-1.0,33.0,0,1,1,1,-0.1506174355745315,-0.0111970603466033,0.0897162556648254,0.0560338199138641,-0.1731028109788895,0.405994564294815,0.508474588394165,0.7058823529411765,0.9411764705882352,0.2899628252788104,0.4468085106382978,17.0,17.0,CLE Stadium,1
2025_01_MIA_IND,2025,1,IND,MIA,2025-09-07,33.0,8.0,25.0,41.0,1,1,1,0,-0.0359377712011337,0.0086200358346104,-0.0147342011332511,-0.0025079238694161,-0.032331529771909104,0.4547445178031921,0.4803149700164795,0.8235294117647058,0.9411764705882352,0.3782608695652174,0.3706896551724138,17.0,17.0,IND Stadium,1
2025_01_CAR_JAX,2025,1,JAX,CAR,2025-09-07,26.0,10.0,16.0,36.0,1,1,1,0,0.0067284232936799,0.0981502085924148,-0.0392305888235569,0.1213855892419815,0.0691943927668035,0.4607692360877991,0.4602230489253998,0.9411764705882352,0.8823529411764706,0.3665158371040724,0.3445378151260504,17.0,17.0,JAX Stadium,1
2025_01_LV_NE,2025,1,NE,LV,2025-09-07,13.0,20.0,-7.0,33.0,0,1,1,0,-0.0643496066331863,0.0503893159329891,-0.1066098362207412,-0.0009690013248473,-0.009098087670281502,0.4693430662155151,0.4520057439804077,0.7647058823529411,0.8235294117647058,0.3458333333333333,0.3524590163934426,17.0,17.0,NE Stadium,1
2025_01_ARI_NO,2025,1,NO,ARI,2025-09-07,13.0,20.0,-7.0,33.0,0,1,1,0,-0.0505156405270099,0.0063809002749621,0.0627698972821235,0.0497310869395732,-0.06993535114452229,0.4393828213214874,0.5077036023139954,0.8125,0.9411764705882352,0.3559322033898305,0.4312796208530806,17.0,17.0,NO Stadium,1
2025_01_PIT_NYJ,2025,1,NYJ,PIT,2025-09-07,32.0,34.0,-2.0,66.0,0,1,1,0,-0.0043008937500417,0.0484515875577926,0.0064323102124035,-0.0251322127878665,-0.08431700430810429,0.46436607837677,0.4596317410469055,0.8235294117647058,0.8235294117647058,0.3949579831932773,0.3976377952755905,17.0,17.0,NYJ Stadium,1
2025_01_NYG_WAS,2025,1,WAS,NYG,2025-09-07,21.0,6.0,15.0,27.0,1,1,1,1,0.1165228635072708,0.0408797189593315,-0.0828874707221984,0.0404087714850902,0.1989393867552279,0.5143056511878967,0.4438920319080353,0.8823529411764706,0.7058823529411765,0.4556962025316455,0.3549618320610687,17.0,17.0,WAS Stadium,1
