team,season,week,off_epa_play,off_success_rate,off_yards_play,off_explosive_rate,off_pass_rate,def_epa_play,def_success_rate,def_yards_play,def_explosive_allowed,redzone_td_pct,third_down_pct,games_played,plays_run
WAS,2023,1,-0.19955018162727356,0.37078651785850525,2.8505747318267822,0.011235955056179775,0.4157303370786517,-0.25008684396743774,0.32894736528396606,2.763157844543457,0.02631578947368421,0.8571428656578064,0.2857142984867096,1,89
WAS,2023,2,-0.03215517848730087,0.4175824224948883,3.5842697620391846,0.038461538461538464,0.43956043956043955,-0.06477773189544678,0.39240506291389465,3.8544304370880127,0.0379746835443038,1.1538461446762085,0.3076923191547394,2,182
WAS,2023,3,-0.13868556916713715,0.40963855385780334,3.5573770999908447,0.040160642570281124,0.4738955823293173,0.011781091801822186,0.4117647111415863,4.198312282562256,0.05042016806722689,0.9375,0.2702702581882477,3,249
WAS,2023,4,-0.05827895551919937,0.4063400626182556,3.615835666656494,0.040345821325648415,0.47262247838616717,0.059689030051231384,0.42944785952568054,4.358024597167969,0.05214723926380368,0.9818181395530701,0.3448275923728943,4,347
WAS,2023,5,-0.06115317344665527,0.4027777910232544,3.809859037399292,0.04398148148148148,0.5115740740740741,0.09678598493337631,0.43031784892082214,4.599999904632568,0.05867970660146699,1.0645161867141724,0.3661971688270569,5,432
WAS,2023,6,-0.058012403547763824,0.39839035272598267,3.6985743045806885,0.04225352112676056,0.5010060362173038,0.05203180015087128,0.41929134726524353,4.5119524002075195,0.0531496062992126,1.1142857074737549,0.34567901492118835,6,497
WAS,2023,7,-0.0710998997092247,0.39625850319862366,3.601724147796631,0.0391156462585034,0.5051020408163265,0.03450363874435425,0.4220339059829712,4.495711803436279,0.0576271186440678,0.9767442345619202,0.2929292917251587,7,588
WAS,2023,8,-0.052958425134420395,0.4085545837879181,3.833832263946533,0.04129793510324484,0.5162241887905604,0.056426532566547394,0.4230194389820099,4.524168968200684,0.05680119581464873,0.918367326259613,0.3303571343421936,8,678
WAS,2023,9,-0.03955714404582977,0.41321244835853577,3.932982921600342,0.04404145077720207,0.5155440414507773,0.04929925128817558,0.41844919323921204,4.489189147949219,0.053475935828877004,0.8727272152900696,0.356589138507843,9,772
WAS,2023,10,-0.025809897109866142,0.4154929518699646,3.9869048595428467,0.04342723004694836,0.5223004694835681,0.055293500423431396,0.4230317175388336,4.52612829208374,0.05170387779083431,0.8947368264198303,0.3655172288417816,10,852
WAS,2023,11,-0.03904682397842407,0.41921859979629517,4.0182013511657715,0.04329461457233368,0.5216473072861668,0.04984084516763687,0.4199134111404419,4.489058971405029,0.05627705627705628,0.9047619104385376,0.3670886158943176,11,947
WAS,2023,12,-0.051785536110401154,0.42019230127334595,4.02436637878418,0.04230769230769231,0.5211538461538462,0.06874468922615051,0.42655935883522034,4.614445686340332,0.059356136820925554,0.9160305261611938,0.37931033968925476,12,1040
