game_id,season,week,home_team,away_team,game_time,home_score,away_score,point_differential,total_points,home_won,is_home,week_number,is_divisional,home_off_epa,home_def_epa,away_off_epa,away_def_epa,epa_differential,home_off_success_rate,away_off_success_rate,home_redzone_td_pct,away_redzone_td_pct,home_third_down_pct,away_third_down_pct,home_games_played,away_games_played,stadium,is_outdoor
2023_01_DET_KC,2023,1,KC,DET,2023-09-07T00:00:00,20,21,-1,41,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KC Stadium,1
2023_01_CAR_ATL,2023,1,ATL,CAR,2023-09-10T00:00:00,24,10,14,34,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL Stadium,0
2023_01_HOU_BAL,2023,1,BAL,HOU,2023-09-10T00:00:00,25,9,16,34,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL Stadium,1
2023_01_CIN_CLE,2023,1,CLE,CIN,2023-09-10T00:00:00,24,3,21,27,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CLE Stadium,1
2023_01_JAX_IND,2023,1,IND,JAX,2023-09-10T00:00:00,21,31,-10,52,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,IND Stadium,0
2023_01_TB_MIN,2023,1,MIN,TB,2023-09-10T00:00:00,17,20,-3,37,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIN Stadium,0
2023_01_TEN_NO,2023,1,NO,TEN,2023-09-10T00:00:00,16,15,1,31,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NO Stadium,0
2023_01_SF_PIT,2023,1,PIT,SF,2023-09-10T00:00:00,7,30,-23,37,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PIT Stadium,1
2023_01_ARI_WAS,2023,1,WAS,ARI,2023-09-10T00:00:00,20,16,4,36,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WAS Stadium,1
2023_01_GB_CHI,2023,1,CHI,GB,2023-09-10T00:00:00,20,38,-18,58,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI Stadium,1
2023_01_LV_DEN,2023,1,DEN,LV,2023-09-10T00:00:00,16,17,-1,33,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DEN Stadium,1
2023_01_MIA_LAC,2023,1,LAC,MIA,2023-09-10T00:00:00,34,36,-2,70,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAC Stadium,0
